,id,course,enroll
541083,U_7002471,C_course-v1:TsinghuaX+00740113_2X+sp,2017-05-01 21:50:00
541084,U_7002471,C_course-v1:TsinghuaX+00740113_1X+sp,2017-05-01 21:54:00
541104,U_3073089,C_course-v1:HIT+HIT2016002+sp,2017-03-26 16:45:00
541107,U_6950181,C_course-v1:MITx+6_00_1x+sp,2017-04-17 22:38:00
541114,U_6847884,C_course-v1:TsinghuaX+20120143X+sp,2017-03-17 17:15:00
541139,U_464836,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-05-25 17:48:00
541160,U_6922263,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-04-06 14:38:00
541161,U_6922263,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-04-06 14:38:00
541184,U_2872698,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,2017-03-16 07:18:00
541190,U_6855422,C_course-v1:TsinghuaX+30240184_2X+sp,2017-03-19 18:43:00
541191,U_6855422,C_course-v1:TsinghuaX+30240184+sp,2017-03-19 18:43:00
541201,U_2548377,C_course-v1:TsinghuaX+34100325_X+sp,2017-03-10 01:19:00
541222,U_6816605,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-26 01:58:00
541223,U_6816605,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-26 01:45:00
541224,U_6816605,C_course-v1:TsinghuaX+30240243X+sp,2017-03-10 00:57:00
541225,U_6816605,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-03-21 13:39:00
541226,U_6816605,C_course-v1:NJU+C1026+2016_T2,2017-03-10 01:19:00
541262,U_6401634,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-03-15 11:19:00
541279,U_504181,C_course-v1:BJUT+2140074001x+sp,2017-01-12 00:16:00
541283,U_504181,C_course-v1:TsinghuaX+30240184_2X+sp,2017-01-12 21:43:00
541284,U_504181,C_course-v1:TsinghuaX+30240184+sp,2017-01-12 21:43:00
541315,U_4778547,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-05-21 16:36:00
541385,U_6935800,C_course-v1:TsinghuaX+20120143X+sp,2017-04-16 20:21:00
541386,U_6935800,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-05-01 20:28:00
541387,U_6935800,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-05-22 21:42:00
541388,U_6935807,C_course-v1:TsinghuaX+20120143X+sp,2017-05-04 20:47:00
541391,U_6935807,C_course-v1:TsinghuaX+70660542X+2015_T2,2017-04-26 18:54:00
541410,U_6680883,C_course-v1:TsinghuaX+20430064X+sp,2017-03-04 08:31:00
541438,U_6064544,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2017-04-18 11:35:00
541472,U_6769166,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-03-04 21:24:00
541473,U_6769166,C_course-v1:TsinghuaX+70250023X_2015_2+sp,2017-03-09 09:46:00
541474,U_6769166,C_course-v1:Tsinghua+20150001+sp,2017-04-03 08:19:00
541475,U_6769166,C_course-v1:Tsinghuax+30130123X+sp,2017-03-09 09:44:00
541497,U_4594742,C_course-v1:BIT+PHY1701702+sp,2017-02-01 13:58:00
541555,U_6471100,C_course-v1:TsinghuaX+30240184_2X+sp,2017-03-09 17:40:00
541557,U_6471100,C_course-v1:TsinghuaX+30240184+sp,2017-03-09 17:39:00
541584,U_40247,C_course-v1:WUT+1022817X+sp,2017-02-24 09:46:00
541587,U_40247,C_course-v1:MITx+6_00_1x+sp,2017-04-11 22:12:00
541631,U_520870,C_course-v1:TsinghuaX+30240184+sp,2017-03-31 09:29:00
541661,U_6605351,C_course-v1:UQx+Think101x+sp,2017-04-13 22:33:00
541667,U_508094,C_course-v1:TsinghuaX+70150023X+sp,2017-02-20 17:36:00
541708,U_6426578,C_course-v1:Tsinghua+20150001+sp,2017-03-13 11:27:00
541736,U_6507740,C_course-v1:TsinghuaX+00690212X+sp,2017-01-01 16:06:00
541741,U_6507746,C_course-v1:AdelaideX+Wine101x+sp,2017-04-23 00:19:00
541742,U_6507746,C_course-v1:TsinghuaX+30240184+sp,2017-03-23 14:12:00
541743,U_6507746,C_course-v1:Tsinghua+20150001+sp,2017-03-23 14:38:00
541744,U_6507746,C_course-v1:TsinghuaX+60240013X+sp,2017-03-23 14:36:00
541745,U_6507746,C_course-v1:TsinghuaX+34100325_X+sp,2017-03-23 14:15:00
541747,U_6507746,C_course-v1:MicrosoftX+Microsoft101+sp,2017-03-23 14:31:00
541758,U_6927748,C_course-v1:TsinghuaX+00740123_X+sp,2017-04-08 17:44:00
541784,U_6606700,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-01-24 18:12:00
541787,U_6815569,C_course-v1:TsinghuaX+30240184+sp,2017-03-09 20:18:00
541788,U_6815569,C_course-v1:TsinghuaX+30240184_2X+sp,2017-03-10 22:56:00
541800,U_3268678,C_course-v1:UST+UST001+sp,2017-04-21 18:58:00
541847,U_6578829,C_course-v1:PekingX+Peking001x+_,2017-01-22 17:15:00
541848,U_6578829,C_course-v1:UST+UST001+sp,2017-01-17 11:37:00
541852,U_6035834,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-02-24 13:07:00
541883,U_2906639,C_course-v1:MITx+6_00_1x+sp,2017-02-28 15:56:00
541922,U_1961184,C_course-v1:TsinghuaX+30240184+sp,2017-05-23 16:38:00
541932,U_3128933,C_course-v1:Tsinghua+20150001+sp,2017-01-29 08:49:00
541934,U_3128933,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2017-01-28 21:55:00
541937,U_3128933,C_course-v1:MITx+6_00_1x+sp,2017-01-10 22:55:00
541948,U_717533,C_course-v1:TsinghuaX+20250103X+sp,2017-06-01 14:01:00
541957,U_6735247,C_course-v1:TsinghuaX+00740113_1X+sp,2017-05-17 22:06:00
541958,U_6735247,C_course-v1:TsinghuaX+00740113_2X+sp,2017-05-26 18:04:00
541959,U_444218,C_course-v1:TsinghuaX+40050444X+sp,2017-01-07 11:06:00
541967,U_586405,C_course-v1:TsinghuaX+81020142X+sp,2017-06-06 08:59:00
541969,U_586405,C_course-v1:TsinghuaX+00701032X+sp,2017-03-26 20:53:00
542012,U_6703032,C_course-v1:TsinghuaX+30240243X+sp,2017-03-02 10:32:00
542013,U_6703032,C_course-v1:UST+UST001+sp,2017-02-23 12:53:00
542025,U_2799037,C_course-v1:TsinghuaX+70120073X+sp,2017-02-10 23:13:00
542070,U_7047054,C_course-v1:TsinghuaX+20250103X+sp,2017-05-30 20:02:00
542071,U_7047054,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp,2017-05-20 10:28:00
542119,U_6609203,C_course-v1:TsinghuaX+30240184_2X+sp,2017-01-25 16:50:00
542120,U_6609203,C_course-v1:TsinghuaX+30240184+sp,2017-01-25 16:54:00
542130,U_7006163,C_course-v1:TsinghuaX+30240184+sp,2017-05-06 15:01:00
542131,U_7006163,C_course-v1:TsinghuaX+00740113_1X+sp,2017-05-03 13:40:00
542150,U_662760,C_course-v1:TsinghuaX+30240184_2X+sp,2017-02-20 10:03:00
542151,U_662760,C_course-v1:TsinghuaX+30240184+sp,2017-02-20 10:28:00
542164,U_1861485,C_course-v1:TsinghuaX+81020142X+sp,2017-04-17 23:55:00
542165,U_1861485,C_course-v1:UQx+BIOIMG101x+sp,2017-04-22 16:21:00
542206,U_2825614,C_course-v1:TsinghuaX+00740113_1X+sp,2017-03-01 17:35:00
542207,U_2825614,C_course-v1:TsinghuaX+00740113_2X+sp,2017-03-01 17:34:00
542260,U_7001572,C_course-v1:TsinghuaX+Thesis2016X+sp,2017-05-03 21:02:00
542261,U_7001572,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2017-05-03 19:53:00
542304,U_7035662,C_course-v1:TsinghuaX+00740123_X+sp,2017-05-15 00:27:00
542305,U_7032365,C_course-v1:TsinghuaX+30240243X+sp,2017-05-13 14:45:00
542306,U_7032365,C_course-v1:TsinghuaX+30240184+sp,2017-05-13 13:45:00
542307,U_7032365,C_course-v1:TsinghuaX+30240184_2X+sp,2017-05-13 14:45:00
542357,U_304075,C_course-v1:TsinghuaX+00680082X+sp,2017-03-29 10:37:00
542360,U_528199,C_course-v1:MITx+6_00_1x+sp,2017-03-31 01:53:00
542362,U_528192,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-04-23 01:09:00
542365,U_528192,C_course-v1:TsinghuaX+34100325_X+sp,2017-01-06 10:43:00
542399,U_317830,C_course-v1:TsinghuaX+20120143X+sp,2017-01-02 12:47:00
542410,U_40195,C_course-v1:TsinghuaX+60240013X+sp,2017-02-09 11:44:00
542413,U_40195,C_course-v1:TsinghuaX+30240243X+sp,2017-02-09 15:46:00
542415,U_40195,C_course-v1:TsinghuaX+34100325_X+sp,2017-02-09 15:46:00
542437,U_7000547,C_course-v1:TsinghuaX+30240184+sp,2017-04-30 22:25:00
542438,U_7000547,C_course-v1:TsinghuaX+30240184_2X+sp,2017-04-30 22:27:00
542451,U_597136,C_course-v1:TsinghuaX+30150303X+sp,2017-01-05 22:01:00
542462,U_5239059,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-03-16 15:35:00
542470,U_6398671,C_course-v1:WUT+1022817X+sp,2017-02-17 19:53:00
542472,U_16920,C_course-v1:MITx+6_00_1x+sp,2017-01-31 22:04:00
542478,U_16920,C_course-v1:TsinghuaX+30240243X+sp,2017-04-03 21:51:00
542548,U_2235677,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp,2017-05-11 16:06:00
542550,U_2235677,C_course-v1:MITx+6_00_1x+sp,2017-03-01 14:28:00
542552,U_2235677,C_course-v1:TsinghuaX+00701032X+sp,2017-03-06 12:50:00
542568,U_2235677,C_course-v1:TsinghuaX+Thesis2016X+sp,2017-01-26 12:20:00
542601,U_2447182,C_course-v1:TsinghuaX+30240184+sp,2017-04-24 11:43:00
542602,U_2447182,C_course-v1:MITx+6_00_1x+sp,2017-04-19 14:15:00
542613,U_6738894,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-03-23 11:46:00
542614,U_6937675,C_course-v1:TsinghuaX+80150193X+sp,2017-04-12 21:45:00
542615,U_6937675,C_course-v1:TsinghuaX+70120073X+sp,2017-04-12 22:53:00
542666,U_6672769,C_course-v1:TsinghuaX+00690212X+sp,2017-02-17 08:48:00
542716,U_452143,C_course-v1:TsinghuaX+30260112X+sp,2017-05-01 20:25:00
542884,U_3273222,C_course-v1:TsinghuaX+30260112X+sp,2017-03-30 20:38:00
542885,U_3273222,C_course-v1:TsinghuaX+20350033X+sp,2017-05-05 20:22:00
542886,U_3273222,C_course-v1:TsinghuaX+30240243X+sp,2017-01-12 20:50:00
542887,U_3273222,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-05-04 20:12:00
542888,U_3273222,C_course-v1:TsinghuaX+01030132X+sp,2017-01-01 21:46:00
542889,U_3273222,C_course-v1:MITx+6_00_1x+sp,2017-04-22 21:27:00
542890,U_3273222,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-04-15 21:14:00
542903,U_7013630,C_course-v1:GXUST+2017041901X+2017_T1,2017-05-22 20:28:00
542904,U_7013630,C_course-v1:TsinghuaX+30240184+sp,2017-05-06 15:20:00
542956,U_3160578,C_course-v1:TsinghuaX+20440333X+sp,2017-04-14 22:33:00
542970,U_6952830,C_course-v1:TsinghuaX+60240202X+sp,2017-04-19 00:31:00
542971,U_6952830,C_course-v1:TsinghuaX+30240184+sp,2017-04-19 00:47:00
542972,U_385384,C_course-v1:MITx+6_00_1x+sp,2017-02-19 09:59:00
543031,U_6494913,C_course-v1:TsinghuaX+64100033X+SP,2017-02-17 19:00:00
543032,U_6494913,C_course-v1:NJU+C1026+2016_T2,2017-02-17 23:49:00
543042,U_1193136,C_course-v1:MITx+6_00_1x+sp,2017-01-29 19:59:00
543082,U_6860143,C_course-v1:TsinghuaX+30240184+sp,2017-03-20 23:20:00
543087,U_6621197,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-04-26 11:57:00
543089,U_6621197,C_course-v1:TsinghuaX+30040323X+sp,2017-05-10 12:17:00
543092,U_6621197,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-04-28 23:38:00
543093,U_6621195,C_course-v1:TsinghuaX+30240184+sp,2017-01-30 12:18:00
543101,U_7047597,C_course-v1:TsinghuaX+30240243X+sp,2017-05-20 15:58:00
543180,U_6640303,C_course-v1:MITx+6_00_1x+sp,2017-04-10 19:31:00
543181,U_6640303,C_course-v1:NBCC+NBCC000201+_sp,2017-04-10 19:34:00
543184,U_6603693,C_course-v1:TsinghuaX+30240184_2X+sp,2017-05-04 11:34:00
543185,U_6603693,C_course-v1:TsinghuaX+30240184+sp,2017-01-23 18:33:00
543186,U_6603693,C_course-v1:TsinghuaX+00740123_X+sp,2017-05-04 11:36:00
543202,U_6300368,C_course-v1:TsinghuaX+30240243X+sp,2017-04-06 18:17:00
543239,U_5104433,C_course-v1:TsinghuaX+70660542X+2015_T2,2017-03-26 23:23:00
543250,U_6211198,C_course-v1:TsinghuaX+00612642X+sp,2017-06-01 09:46:00
543253,U_1660721,C_course-v1:TsinghuaX+00740113_2X+sp,2017-04-25 22:27:00
543254,U_1660721,C_course-v1:MITx+6_00_1x+sp,2017-03-25 20:28:00
543256,U_1660721,C_course-v1:HIT+HIT2016001+sp,2017-03-21 19:08:00
543258,U_6211192,C_course-v1:TsinghuaX+00740113_1X+sp,2017-02-12 09:02:00
543259,U_6211192,C_course-v1:TsinghuaX+30240243X+sp,2017-05-18 09:39:00
543273,U_6974620,C_course-v1:TsinghuaX+20120143X+sp,2017-04-21 21:56:00
543274,U_6974620,C_course-v1:MITx+15_390_2x+sp,2017-06-07 16:23:00
543309,U_7069055,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-05-31 21:43:00
543342,U_267130,C_course-v1:TsinghuaX+30670043X+sp,2017-06-03 22:55:00
543352,U_2846413,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-22 20:24:00
543362,U_5802709,C_course-v1:Tsinghua+20150001+sp,2017-01-14 23:18:00
543372,U_7064815,C_course-v1:AdelaideX+Wine101x+sp,2017-05-30 00:19:00
543379,U_1651947,C_course-v1:TsinghuaX+70250023X_2015_2+sp,2017-03-06 11:26:00
543381,U_6905048,C_course-v1:TsinghuaX+30240184+sp,2017-04-03 13:07:00
543382,U_6905048,C_course-v1:TsinghuaX+30240184_2X+sp,2017-04-03 13:12:00
543450,U_6869855,C_course-v1:TsinghuaX+80515522X+sp,2017-06-01 11:07:00
543454,U_6869855,C_course-v1:TsinghuaX+20120143X+sp,2017-03-22 23:18:00
543455,U_6869855,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-03-23 06:54:00
543458,U_6869855,C_course-v1:TsinghuaX+80590952X+sp,2017-05-02 22:45:00
543459,U_6869855,C_course-v1:TsinghuaX+01030132X+sp,2017-04-03 22:46:00
543460,U_6869855,C_course-v1:TsinghuaX+60610231+2016_T2_SP,2017-04-24 06:09:00
543493,U_6524563,C_course-v1:TsinghuaX+30240243X+sp,2017-01-08 14:55:00
543494,U_6524563,C_course-v1:TsinghuaX+34100325_X+sp,2017-01-17 11:25:00
543495,U_6524563,C_course-v1:TsinghuaX+60240202X+sp,2017-01-04 16:55:00
543496,U_6524563,C_course-v1:MITx+6_00_1x+sp,2017-04-25 20:33:00
543497,U_6524563,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-11 12:45:00
543498,U_6524563,C_course-v1:TsinghuaX+64100033X+SP,2017-01-04 19:20:00
543499,U_6524563,C_course-v1:MicrosoftX+Microsoft101+sp,2017-04-25 20:39:00
543523,U_6615928,C_course-v1:TsinghuaX+30240184+sp,2017-03-02 18:47:00
543525,U_6615928,C_course-v1:TsinghuaX+30240184_2X+sp,2017-01-28 11:55:00
543538,U_7027076,C_course-v1:TsinghuaX+10610193X+sp,2017-06-01 12:51:00
543542,U_2560859,C_course-v1:TsinghuaX+00701032X+sp,2017-04-07 08:42:00
543603,U_141090,C_course-v1:MITx+6_00_1x+sp,2017-04-04 09:42:00
543607,U_59645,C_course-v1:TsinghuaX+00680082X+sp,2017-03-05 13:28:00
543639,U_2832609,C_course-v1:Tsinghua+20150001+sp,2017-03-18 00:27:00
543650,U_7071081,C_course-v1:TsinghuaX+30240243X+sp,2017-06-01 21:38:00
543653,U_7026263,C_course-v1:TsinghuaX+30240184+sp,2017-05-10 17:56:00
543654,U_7026263,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-06-07 08:12:00
543664,U_7026263,C_course-v1:UST+UST001+sp,2017-06-04 09:06:00
543667,U_7026268,C_course-v1:MITx+6_00_1x+sp,2017-05-10 17:53:00
543691,U_86017,C_course-v1:TsinghuaX+30240184+sp,2017-01-07 22:01:00
543692,U_86017,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-07 21:52:00
543728,U_6526188,C_course-v1:TsinghuaX+40050444X+sp,2017-01-06 21:14:00
543730,U_3081638,C_course-v1:TsinghuaX+30240184_2X+sp,2017-01-17 17:25:00
543748,U_114033,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-12 23:42:00
543770,U_352143,C_course-v1:UST+UST001+sp,2017-05-08 23:01:00
543775,U_7008840,C_course-v1:NBCC+NBCC000201+_sp,2017-05-04 13:32:00
543833,U_5484526,C_course-v1:TsinghuaX+30240243X+sp,2017-04-05 17:46:00
543836,U_5484520,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-01-19 16:33:00
543863,U_2636745,C_course-v1:MITx+6_00_1x+sp,2017-05-02 17:00:00
543874,U_233989,C_course-v1:TsinghuaX+20250103X+sp,2017-05-31 07:52:00
543968,U_6820698,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-29 14:23:00
543969,U_6820698,C_course-v1:UST+UST001+sp,2017-03-29 14:18:00
543970,U_6820698,C_course-v1:TsinghuaX+00690242+sp,2017-04-05 10:39:00
543971,U_6820698,C_course-v1:TsinghuaX+30150303X+sp,2017-04-26 15:39:00
543972,U_6820698,C_course-v1:TsinghuaX+MOOC101_2015_2+sp,2017-03-12 16:28:00
543973,U_6820698,C_course-v1:PekingX+Peking001x+_,2017-04-05 15:31:00
543974,U_6820698,C_course-v1:TsinghuaX+20440333X+sp,2017-05-04 10:16:00
543975,U_6820698,C_course-v1:TsinghuaX+TsinghuaMandarin01+sp,2017-04-13 19:04:00
543976,U_6820698,C_course-v1:TsinghuaX+30240184+sp,2017-04-10 12:51:00
543977,U_6820698,C_course-v1:TsinghuaX+60240013X+sp,2017-03-15 16:45:00
543980,U_6820692,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-10 22:49:00
544030,U_7002717,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-05-22 20:59:00
544031,U_7002717,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-06-01 08:07:00
544035,U_6592461,C_course-v1:TsinghuaX+20440333X+sp,2017-02-16 16:30:00
544036,U_6592461,C_course-v1:TsinghuaX+20350033X+sp,2017-02-15 11:38:00
544047,U_7080887,C_course-v1:TsinghuaX+64100033X+SP,2017-06-07 10:34:00
544090,U_505255,C_course-v1:TsinghuaX+30240184_2X+sp,2017-05-06 20:33:00
544091,U_505255,C_course-v1:TsinghuaX+30240184+sp,2017-01-10 00:04:00
544147,U_6527896,C_course-v1:TsinghuaX+20120143X+sp,2017-01-04 22:01:00
544159,U_1013887,C_course-v1:NJU+C1026+2016_T2,2017-01-11 05:29:00
544160,U_1013887,C_course-v1:TsinghuaX+00740113_2X+sp,2017-01-04 21:11:00
544178,U_6620489,C_course-v1:TsinghuaX+30240184+sp,2017-02-25 19:06:00
544179,U_6620489,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-03 23:04:00
544192,U_6816904,C_course-v1:TsinghuaX+00701032X+sp,2017-03-10 09:45:00
544199,U_6816904,C_course-v1:WUT+WUT2016001+sp,2017-05-08 10:53:00
544228,U_1078383,C_course-v1:MicrosoftX+Microsoft101+sp,2017-02-20 21:09:00
544233,U_1078383,C_course-v1:TsinghuaX+60240013X+sp,2017-02-02 09:56:00
544239,U_6728624,C_course-v1:MITx+15_390_2x+sp,2017-03-01 14:00:00
544240,U_6728624,C_course-v1:UQx+Think101x+sp,2017-03-03 14:58:00
544255,U_246343,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-28 19:51:00
544263,U_402983,C_course-v1:NJU+C1026+2016_T2,2017-02-13 15:21:00
544316,U_6854553,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-19 14:49:00
544329,U_6582076,C_course-v1:TsinghuaX+34100325_X+sp,2017-05-01 10:01:00
544330,U_6582076,C_course-v1:MITx+6_00_1x+sp,2017-01-22 14:11:00
544331,U_6582076,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-18 14:56:00
544333,U_6582076,C_course-v1:UST+UST001+sp,2017-01-22 15:27:00
544433,U_7072552,C_course-v1:TsinghuaX+80000822X+sp,2017-06-03 18:14:00
544472,U_6408832,C_course-v1:MITx+6_00_1x+sp,2017-02-05 23:47:00
544483,U_4440879,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-01 23:18:00
544488,U_4440877,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-02-22 23:19:00
544489,U_4440877,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-03-15 21:01:00
544491,U_4440877,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-06 13:21:00
544510,U_4394710,C_course-v1:TsinghuaX+MOOC101_2015_2+sp,2017-06-06 11:31:00
544595,U_6328426,C_course-v1:TsinghuaX+70150023X+sp,2017-03-18 11:09:00
544596,U_6328426,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-03-18 10:38:00
544602,U_4477552,C_course-v1:TsinghuaX+30150153X+sp,2017-04-23 11:24:00
544617,U_4477552,C_course-v1:TsinghuaX+70150023X+sp,2017-02-25 00:50:00
544624,U_2519230,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-02 17:13:00
544625,U_2519230,C_course-v1:MITx+6_00_1x+sp,2017-01-18 16:00:00
544659,U_1008608,C_course-v1:TsinghuaX+70120073X+sp,2017-05-26 13:29:00
544663,U_1008608,C_course-v1:MITx+6_00_1x+sp,2017-05-26 13:20:00
544665,U_1008608,C_course-v1:TsinghuaX+30240184+sp,2017-05-26 13:23:00
544676,U_6691006,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-12 21:43:00
544677,U_6691006,C_course-v1:TsinghuaX+20120143X+sp,2017-02-21 22:53:00
544682,U_90285,C_course-v1:NBCC+NBCC000201+_sp,2017-04-15 19:30:00
544686,U_90285,C_course-v1:TsinghuaX+Thesis2016X+sp,2017-04-07 10:02:00
544780,U_236671,C_course-v1:AdelaideX+Wine101x+sp,2017-02-19 23:18:00
544783,U_236671,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-01-16 10:37:00
544799,U_1462202,C_course-v1:TsinghuaX+30240184+sp,2017-02-10 21:46:00
544803,U_1462202,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-26 14:45:00
544846,U_6864785,C_course-v1:TsinghuaX+20430064_2X+sp,2017-04-26 16:55:00
544851,U_6722700,C_course-v1:TsinghuaX+20120143X+sp,2017-03-19 00:00:00
544868,U_7063195,C_course-v1:TsinghuaX+00310222X+sp,2017-05-28 17:23:00
544872,U_288937,C_course-v1:UST+UST001+sp,2017-06-03 07:33:00
544874,U_288937,C_course-v1:TsinghuaX+70660542X+2015_T2,2017-02-02 07:07:00
544876,U_288937,C_course-v1:TsinghuaX+30240243X+sp,2017-02-02 06:37:00
544878,U_288937,C_course-v1:TsinghuaX+20250064X+sp,2017-06-03 07:37:00
544880,U_288937,C_course-v1:TsinghuaX+20250103X+sp,2017-06-03 07:40:00
544952,U_155649,C_course-v1:TsinghuaX+80590952X+sp,2017-01-08 20:19:00
544957,U_155649,C_course-v1:TsinghuaX+20430064X+sp,2017-02-01 06:16:00
544963,U_155649,C_course-v1:TsinghuaX+30240243X+sp,2017-02-01 01:58:00
544964,U_155649,C_course-v1:TsinghuaX+70150023X+sp,2017-02-01 06:16:00
544971,U_155644,C_course-v1:TsinghuaX+00040132X+sp,2017-03-07 08:52:00
544978,U_2632075,C_course-v1:Tsinghua+20150001+sp,2017-01-17 17:49:00
544987,U_225729,C_course-v1:ZJUX+2017011101X+2017_T1,2017-02-14 23:51:00
544994,U_2306284,C_course-v1:TsinghuaX+30240243X+sp,2017-01-05 11:25:00
545003,U_6585613,C_course-v1:AdelaideX+Wine101x+sp,2017-01-18 18:04:00
545004,U_6585613,C_course-v1:TsinghuaX+00690212X+sp,2017-01-18 18:35:00
545005,U_6585616,C_course-v1:UQx+Crime101x+sp,2017-01-18 18:31:00
545006,U_6585616,C_course-v1:TsinghuaX+00690212X+sp,2017-01-18 18:35:00
545007,U_6585615,C_course-v1:UQx+Crime101x+sp,2017-01-18 18:31:00
545008,U_6585615,C_course-v1:TsinghuaX+00690212X+sp,2017-01-18 18:35:00
545054,U_6939303,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-04-13 10:49:00
545055,U_6939303,C_course-v1:TsinghuaX+30240184+sp,2017-04-13 09:50:00
545061,U_1909838,C_course-v1:NJU+C1026+2016_T2,2017-03-30 14:30:00
545161,U_2784110,C_course-v1:WUT+WUT2016001+sp,2017-05-19 10:29:00
545194,U_6838725,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-15 16:51:00
545195,U_6838725,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-15 13:22:00
545205,U_2019265,C_course-v1:TsinghuaX+20430064X+sp,2017-01-28 15:47:00
545207,U_2019265,C_course-v1:TsinghuaX+20120143X+sp,2017-01-28 13:23:00
545249,U_7034517,C_course-v1:TsinghuaX+00310222X+sp,2017-05-14 14:53:00
545250,U_7034517,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-05-14 14:54:00
545257,U_548517,C_course-v1:TsinghuaX+30240184+sp,2017-01-19 20:06:00
545259,U_548517,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,2017-01-24 18:59:00
545321,U_4699240,C_course-v1:TsinghuaX+60240013X+sp,2017-06-05 09:53:00
545325,U_6928181,C_course-v1:TsinghuaX+30240184+sp,2017-04-08 20:23:00
545338,U_5200396,C_course-v1:BJUT+2140074001x+sp,2017-04-08 19:36:00
545343,U_5200396,C_course-v1:TsinghuaX+30240184+sp,2017-02-24 21:06:00
545344,U_6722894,C_course-v1:TsinghuaX+00701032X+sp,2017-03-07 12:57:00
545381,U_6597957,C_course-v1:TsinghuaX+80150193X+sp,2017-03-28 14:35:00
545385,U_6597957,C_course-v1:TsinghuaX+70150023X+sp,2017-04-23 16:54:00
545396,U_4400151,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-06-01 20:04:00
545402,U_4400151,C_course-v1:MITx+15_390_2x+sp,2017-01-30 14:53:00
545416,U_6680534,C_course-v1:TsinghuaX+60240202X+sp,2017-02-18 14:55:00
545417,U_6680534,C_course-v1:Tsinghua+20150001+sp,2017-02-18 16:08:00
545433,U_481588,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-03-18 19:59:00
545466,U_481588,C_course-v1:TsinghuaX+00040132X+sp,2017-03-05 09:05:00
545468,U_481588,C_course-v1:RiceX+AdvBIO_4x+sp,2017-04-12 19:35:00
545486,U_481588,C_course-v1:TsinghuaX+30040323X+sp,2017-01-06 18:22:00
545487,U_481588,C_course-v1:TsinghuaX+30260112X+sp,2017-03-23 20:28:00
545574,U_5350317,C_course-v1:TsinghuaX+30240243X+sp,2017-01-13 12:07:00
